"Date","Transaction","Name","Memo","Amount"
"2022-06-27","DEBIT","TST* Waikiki           Somerville    MA","24692162177100013949272; 05812; ; ; ;","-7.25"
"2022-06-27","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422177261777663392; 05812; ; ; ;","-6.00"
"2022-06-27","DEBIT","AMTRAK .COM 1750692098 WASHINGTON    DC","24941442176823971001242; 04112; ; ; ;","-346.00"
"2022-06-27","DEBIT","HIMALAYAN KITCHEN      SOMERVILLE    MA","24733092176400846000199; 05812; ; ; ;","-26.97"
"2022-06-27","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422176281761983557; 05812; ; ; ;","-5.25"
"2022-06-27","DEBIT","BC UBER CASH           800-592-8996  DE","24492152177743215974359; 04121; ; ; ;","-25.00"
"2022-06-27","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422175271757673289; 05812; ; ; ;","-6.00"
"2022-06-27","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422175271757673800; 05812; ; ; ;","-10.50"
"2022-06-27","DEBIT","SPOTIFY                877-778-1161  NY","24492152176719058495695; 04899; ; ; ;","-9.99"
"2022-06-28","DEBIT","EZPASSVA AUTO REPLENIS 877-7627824   VA","24755422179131793141665; 04784; ; ; ;","-35.00"
"2022-06-28","DEBIT","BROOKLYN BOULDERS SOME 978-3176635   MA","24275392178900014562439; 07997; ; ; ;","-32.63"
"2022-06-28","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422178171788920567; 05812; ; ; ;","-6.00"
"2022-06-28","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422178171788920948; 05812; ; ; ;","-12.60"
"2022-06-29","DEBIT","SOMERVILLEMA PARKTICKE 617-2392365   MA","24512392179020552119096; 09222; ; ; ;","-50.00"
"2022-06-29","DEBIT","CHOESANG INC.          SOMERVILLE    MA","24431062179200562700294; 05812; ; ; ;","-26.54"
"2022-06-29","DEBIT","DELIVERY.COMMASALA...  8007097191    NY","24733092179602462407734; 05812; ; ; ;","-73.40"
"2022-06-29","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422179271791656643; 05812; ; ; ;","-10.50"
"2022-06-30","DEBIT","BROOKLYN BOULDERS SOME 978-3176635   MA","24275392180900014719597; 07997; ; ; ;","-4.00"
"2022-06-30","DEBIT","TST* The Burren        Somerville    MA","24692162180100448491382; 05813; ; ; ;","-19.00"
"2022-06-30","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422180271804152769; 05812; ; ; ;","-10.50"
"2022-07-01","DEBIT","PAYPAL *MEDIUM.COM     402-935-7733  CA","24492152181894055933817; 05815; ; ; ;","-5.00"
"2022-07-01","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422181271815274148; 05812; ; ; ;","-6.00"
"2022-07-05","DEBIT","TST* Revival Cafe - Da Somerville    MA","24692162185100255482867; 05812; ; ; ;","-26.40"
"2022-07-05","DEBIT","TST* OATH CRAFT PIZZA  SOMERVILLE    MA","24137462185500735090239; 05812; ; ; ;","-13.20"
"2022-07-05","DEBIT","TST* Foundry Saloon Ro Somerville    MA","24692162184100482196182; 05813; ; ; ;","-37.00"
"2022-07-05","DEBIT","ONLYFANS.COM           8886880458    IL","24034812185000001768675; 05967; ; ; ;","-23.99"
"2022-07-05","DEBIT","APPLE.COM/BILL         866-712-7753  CA","24692162184100930960494; 05815; ; ; ;","-16.99"
"2022-07-05","DEBIT","BC UBER CASH           800-592-8996  DE","24492152184717228470150; 04121; ; ; ;","-50.00"
"2022-07-05","DEBIT","BOS TAXI 1789          BOSTON        MA","24164072184090207962432; 04121; ; ; ;","-36.00"
"2022-07-05","DEBIT","LANSDOWNE PUB          BOSTON        MA","24275392184900018460491; 05812; ; ; ;","-27.00"
"2022-07-05","DEBIT","7-ELEVEN 37345         SOMERVILLE    MA","24034542183000207195611; 05541; ; ; ;","-8.28"
"2022-07-05","DEBIT","SQ *BLUE BOTTLE COFFEE Boston        MA","24692162183100023032715; 05814; ; ; ;","-6.88"
"2022-07-05","DEBIT","TST* Daves Fresh Pasta Somerville    MA","24692162182100624610316; 05812; ; ; ;","-32.94"
"2022-07-05","DEBIT","CKO*Patreon* Membershi 833-9728766   CA","24906412182150888537797; 05815; ; ; ;","-2.00"
"2022-07-05","DEBIT","DOWNTOWN WINE AND SPIR SOMERVILLE    MA","24453882183000018001968; 05921; ; ; ;","-12.00"
"2022-07-05","DEBIT","BC UBER CASH           800-592-8996  DE","24492152182713967652076; 04121; ; ; ;","-25.00"
"2022-07-05","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422182281824178130; 05812; ; ; ;","-10.50"
"2022-07-06","DEBIT","CVS/PHARMACY #08319    SOMERVILLE    MA","24137462187001211314456; 05912; ; ; ;","-29.04"
"2022-07-06","DEBIT","ONLYFANS.COM           8886880458    IL","24034812187000001999088; 05967; ; ; ;","-25.00"
"2022-07-06","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422186171865871881; 05812; ; ; ;","-6.00"
"2022-07-06","DEBIT","SQ *TENOCH SOMERVILLE  Somerville    MA","24692162186100297550860; 05812; ; ; ;","-12.59"
"2022-07-06","DEBIT","TST* DIESEL CAFE       SOMERVILLE    MA","24137462186500589589897; 05812; ; ; ;","-3.81"
"2022-07-06","CREDIT","INTERNET PAYMENT THANK YOU","INTERNET; ; ; ; ;","3246.27"
"2022-07-07","DEBIT","DOWNTOWN WINE AND SPIR SOMERVILLE    MA","24453882188000018501038; 05921; ; ; ;","-23.18"
"2022-07-07","DEBIT","BC UBER CASH           800-592-8996  DE","24492152187719551311248; 04121; ; ; ;","-25.00"
"2022-07-07","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422187271874156198; 05812; ; ; ;","-6.00"
"2022-07-11","DEBIT","RACETRAC 588  00005884 BOGART        GA","24164072191974801501913; 05541; ; ; ;","-10.90"
"2022-07-11","DEBIT","SQ *LOS AMIGOS TAQUERI Somerville    MA","24692162191100487297416; 05814; ; ; ;","-34.78"
"2022-07-11","DEBIT","PlaystationNetwork     800-3457669   CA","24204292191000293197246; 05816; ; ; ;","-10.61"
"2022-07-11","DEBIT","BC UBER CASH           800-592-8996  DE","24492152192743134366571; 04121; ; ; ;","-25.00"
"2022-07-11","DEBIT","SQ *JITTERY JOE'S COFF Athens        GA","24692162190100516009338; 05814; ; ; ;","-3.65"
"2022-07-11","DEBIT","COOK OUT ATHENS        ATHENS        GA","24765012190839000388661; 05814; ; ; ;","-7.90"
"2022-07-11","DEBIT","SOUTHERN BREWING COMPA 7065487183    GA","24055232191400255000238; 05813; ; ; ;","-25.92"
"2022-07-11","DEBIT","TST* TASTES ON THE FLY BOSTON        MA","24137462189500764559845; 05812; ; ; ;","-4.27"
"2022-07-12","DEBIT","BC UBER CASH           800-592-8996  DE","24492152192715222817475; 04121; ; ; ;","-25.00"
"2022-07-12","DEBIT","EBH CENTER BAR         MEDFORD       MA","24692162192100885578622; 05812; ; ; ;","-42.52"
"2022-07-13","DEBIT","FAMILY PRACTICE GROUP  781-6489700   MA","24755422193161930793526; 08011; ; ; ;","-20.00"
"2022-07-13","DEBIT","BROOKLYN BOULDERS SOME 978-3176635   MA","24275392193900016047141; 07997; ; ; ;","-4.00"
"2022-07-13","DEBIT","CHOESANG INC.          SOMERVILLE    MA","24431062193200562600355; 05812; ; ; ;","-50.55"
"2022-07-13","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422193271932223123; 05812; ; ; ;","-10.50"
"2022-07-14","DEBIT","BROOKLYN BOULDERS SOME 978-3176635   MA","24275392194900016171908; 07997; ; ; ;","-70.48"
"2022-07-14","DEBIT","BROOKLYN BOULDERS SOME 978-3176635   MA","24275392194900016127827; 07997; ; ; ;","-4.00"
"2022-07-14","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422194271940596337; 05812; ; ; ;","-10.50"
"2022-07-14","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422194271940597111; 05812; ; ; ;","-6.00"
"2022-07-15","DEBIT","STAR MARKET 0163       CAMBRIDGE     MA","24231682195837002034144; 05411; ; ; ;","-2.98"
"2022-07-15","DEBIT","TST* Daves Fresh Pasta Somerville    MA","24692162195100347542619; 05812; ; ; ;","-49.44"
"2022-07-15","DEBIT","MBTA DAVIS SQUARE      SOMERVILLE    MA","24055232196400554001320; 04111; ; ; ;","-30.00"
"2022-07-15","DEBIT","SEM SMG CHESTNUT HILL  617-5627014   MA","24755422195281950491120; 08011; ; ; ;","-20.00"
"2022-07-15","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422195271953549412; 05812; ; ; ;","-10.75"
"2022-07-18","DEBIT","INDULGENZA             WALTHAM       MA","24223692198030081579355; 05812; ; ; ;","-3.89"
"2022-07-18","DEBIT","AMTRAK NRTHEAST CAFE Q WASHINGTON    DC","24941442199081790339730; 05814; ; ; ;","-4.00"
"2022-07-18","DEBIT","AMTRAK NRTHEAST CAFE Q WASHINGTON    DC","24941442199081812220058; 05814; ; ; ;","-6.75"
"2022-07-18","DEBIT","SQ *BLUE BOTTLE COFFEE Cambridge     MA","24692162198100277497039; 05814; ; ; ;","-7.42"
"2022-07-18","DEBIT","SQ *TENOCH SOMERVILLE  Somerville    MA","24692162198100255618408; 05812; ; ; ;","-22.70"
"2022-07-18","DEBIT","TST* SHOPPER'S CAFE    WALTHAM       MA","24137462198500695752690; 05813; ; ; ;","-31.77"
"2022-07-18","DEBIT","TST* JP LICKS - DAVIS  SOMERVILLE    MA","24137462198500695752773; 05812; ; ; ;","-7.04"
"2022-07-18","DEBIT","ONLYFANS               8886880458    FL","24118592197016871413401; 05967; ; ; ;","-10.00"
"2022-07-18","DEBIT","TST* Tempo - Waltham   Waltham       MA","24692162198100988877065; 05812; ; ; ;","-34.18"
"2022-07-18","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422197281978176685; 05812; ; ; ;","-13.50"
"2022-07-18","DEBIT","7-ELEVEN 37345         SOMERVILLE    MA","24034542197001791088935; 05541; ; ; ;","-2.49"
"2022-07-18","DEBIT","PTI* PADDLEBOSTON      141-53615564  UT","24011342197000045447915; 07991; ; ; ;","-64.96"
"2022-07-18","DEBIT","EXPRESSVPN.COM         310-6018492   DE","24335492196900017150269; 04816; ; ; ;","-12.95"
"2022-07-18","DEBIT","HAMPSHIRE HOUSE & CHEE BOSTON        MA","24765012196200388402281; 05812; ; ; ;","-13.00"
"2022-07-18","DEBIT","TST* Annas Taqueria -  Somerville    MA","24692162196100300109116; 05812; ; ; ;","-14.32"
"2022-07-18","DEBIT","SQ *LOS AMIGOS TAQUERI Somerville    MA","24692162197100028868224; 05814; ; ; ;","-12.57"
"2022-07-18","DEBIT","BROOKLYN BOULDERS SOME 978-3176635   MA","24275392196900016358149; 07997; ; ; ;","-4.00"
"2022-07-18","DEBIT","DOWNTOWN WINE AND SPIR SOMERVILLE    MA","24453882197000019401625; 05921; ; ; ;","-42.99"
"2022-07-18","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422196281960340639; 05812; ; ; ;","-13.27"
"2022-07-18","DEBIT","SQ *BLUE BOTTLE COFFEE Cambridge     MA","24692162196100729030224; 05814; ; ; ;","-6.88"
"2022-07-18","DEBIT","WALDEN LOCAL MEAT CO.  HTTPSWALDENLO MA","24011342196000021410227; 05411; ; ; ;","-207.00"
"2022-07-18","DEBIT","BC UBER CASH           800-592-8996  DE","24492152197745767510263; 04121; ; ; ;","-25.00"
"2022-07-18","DEBIT","TST* CITY TAP - FORT P BOSTON        MA","24137462197001329549835; 05813; ; ; ;","-34.84"
"2022-07-19","DEBIT","DUNKIN #356009 Q35     WILLIAMSBURG  VA","24943002200838000421153; 05814; ; ; ;","-6.25"
"2022-07-19","DEBIT","DUNKIN #349974 Q35     VIRGINIA BEAC VA","24943002200838000855442; 05814; ; ; ;","-8.00"
"2022-07-19","DEBIT","WALGREENS #9975        WILLIAMSBURG  VA","24445002200000705341441; 05912; ; ; ;","-46.42"
"2022-07-19","DEBIT","7-ELEVEN 25849         VIRGINIA BEAC VA","24034542199001996852968; 05541; ; ; ;","-10.51"
"2022-07-19","DEBIT","BC UBER CASH           800-592-8996  DE","24492152199715053739106; 04121; ; ; ;","-25.00"
"2022-07-20","DEBIT","WALLER MILL PARK       WILLIAMSBURG  VA","24073142200900011900082; 09399; ; ; ;","-2.00"
"2022-07-20","DEBIT","HARMONY HEALTH         WWW.HARMONYHE VA","24492162201000009531658; 07299; ; ; ;","-15.00"
"2022-07-20","DEBIT","HARMONY HEALTH         WWW.HARMONYHE VA","24492162201000009755562; 07299; ; ; ;","-15.00"
"2022-07-21","DEBIT","HAYNES HOME FURNISHING VIRGINIA BEAC VA","24943002201286253700031; 05712; ; ; ;","-1730.70"
"2022-07-25","DEBIT","DUNKIN #349974 Q35     VIRGINIA BEAC VA","24943002206838000873399; 05814; ; ; ;","-4.89"
"2022-07-25","DEBIT","SQ *THE COLLECTIVE TAT Virginia Beac VA","24692162205100389674468; 08999; ; ; ;","-187.92"
"2022-07-25","DEBIT","SPOTIFY                877-778-1161  NY","24492152206743943731530; 04899; ; ; ;","-9.99"
"2022-07-25","DEBIT","TORTUGAS               VIRGINIA BEAC VA","24692162204100189275871; 05812; ; ; ;","-19.61"
"2022-07-25","DEBIT","ROLL WITH IT BOARD GAM VIRGINIA BCH  VA","24760622205300002189163; 05812; ; ; ;","-23.77"
"2022-07-25","DEBIT","ASTOUND POWERED BY RCN 800-746-4726  PA","24692162204100307355712; 04899; ; ; ;","-93.78"
"2022-07-25","DEBIT","HARMONY HEALTH         WWW.HARMONYHE VA","24492162203000032209635; 07299; ; ; ;","-15.00"
"2022-07-25","DEBIT","HARMONY HEALTH         WWW.HARMONYHE VA","24492162203000032698381; 07299; ; ; ;","-15.00"
"2022-07-25","CREDIT","INTERNET PAYMENT THANK YOU","INTERNET; ; ; ; ;","3392.95"
"2022-07-26","DEBIT","GUITAR CENTER #843     VIRGINIA BEAC VA","24943002207985316066660; 05733; ; ; ;","-153.68"
"2022-07-28","DEBIT","THE HOME DEPOT #4626   VIRGINIA BCH  VA","24943012208010177565961; 05200; ; ; ;","-25.41"
"2022-07-28","DEBIT","PUPS N STUFF           VIRGINIA BEAC VA","24801972208726853446566; 05995; ; ; ;","-2713.60"
"2022-07-28","DEBIT","PUPS N STUFF           VIRGINIA BEAC VA","24801972208726433494151; 05995; ; ; ;","-19.07"
"2022-07-29","DEBIT","AREA STORAGE           757-474-9280  VA","24194332209017026412433; 04225; ; ; ;","-10.90"
"2022-07-29","DEBIT","7-ELEVEN 39177         VIRGINIA BEAC VA","24034542209003157455266; 05542; ; ; ;","-2.52"
"2022-07-29","DEBIT","ARCADIA                HTTPSWWW.ARCA DC","24492162209000033442817; 04900; ; ; ;","-61.34"
"2022-07-29","DEBIT","7-ELEVEN 25849         VIRGINIA BEAC VA","24034542209003153192582; 05541; ; ; ;","-7.47"
"2022-08-01","DEBIT","GRANDPA'S KITCHEN      LITTLETON     NC","24829132212300689305900; 05812; ; ; ;","-11.52"
"2022-08-01","DEBIT","EXXONMOBIL    99914079 VIRGINIA BEAC VA","24164052211378019859741; 05542; ; ; ;","-60.44"
"2022-08-01","DEBIT","PAYPAL *MEDIUM.COM     402-935-7733  CA","24492152211894447195384; 05815; ; ; ;","-5.00"
"2022-08-01","DEBIT","DICK'S CLOTHING&SPORTI VIRGINIA BEAC VA","24941352211761042468719; 05941; ; ; ;","-48.00"
"2022-08-02","DEBIT","CKO*Patreon* Membershi 833-9728766   CA","24906412213153118811001; 05815; ; ; ;","-2.00"
"2022-08-02","CREDIT","INTERNET PAYMENT THANK YOU","INTERNET; ; ; ; ;","3488.91"
"2022-08-03","DEBIT","BROOKLYN BOULDERS SOME 978-3176635   MA","24275392214900018196230; 07997; ; ; ;","-115.00"
"2022-08-04","DEBIT","APPLE.COM/BILL         866-712-7753  CA","24692162216100931931215; 05815; ; ; ;","-16.99"
"2022-08-05","DEBIT","AMERICAN 0012447443202 FORT WORTH    TX","24943002217634001173138; 03001; ; CROUSE/CALEB; 2022-09-22 BOSTON TO MIAMI, FL MIAMI, FL TO BIRMINGHAM;","-204.60"
"2022-08-08","CREDIT","AMERICAN 0012447363848 FORT WORTH    TX","74943002218978000455291; 03001; ; ; ;","452.20"
"2022-08-08","DEBIT","TST* TASTE- Town Cente Virginia Beac VA","24692162219100785560497; 05812; ; ; ;","-13.29"
"2022-08-08","DEBIT","TST* TASTE- Town Cente Virginia Beac VA","24692162219100785560513; 05812; ; ; ;","-11.37"
"2022-08-08","DEBIT","NETFLIX INC.          186-65797172  CA","24204292220001959544940; 04899; ; ; ;","-15.49"
"2022-08-08","DEBIT","SQ *LAKE GASTON COFFEE Littleton     NC","24692162218100180612597; 05499; ; ; ;","-9.79"
"2022-08-08","DEBIT","AMERICAN 0012447363848 FORT WORTH    TX","24943002217978000534729; 03001; ; CROUSE/CALEB; 2022-09-22 BOSTON TO MIAMI, FL MIAMI, FL TO BIRMINGHAM;","-452.20"
"2022-08-08","DEBIT","DELTA AIR0062330841376 DELTA.COM     CA","24717052217872171664671; 03058; ; CROUSE/CALEB; 2022-10-02 ROANOKE VA TO LA GUARDIA LA GUARDIA TO BOSTON;","-246.85"
"2022-08-11","DEBIT","SIE*PLAYSTATIONNETWORK 877-971-7669  CA","24692162222100602070832; 05818; ; ; ;","-10.61"
"2022-08-15","DEBIT","WALDEN LOCAL MEAT CO.  HTTPSWALDENLO MA","24011342224000021475853; 05411; ; ; ;","-207.00"
"2022-08-16","DEBIT","EXPRESSVPN.COM         310-6018492   DE","24335492227900010233123; 04816; ; ; ;","-12.95"
"2022-08-17","DEBIT","ONLYFANS               8886880458    FL","24118592228017109945373; 05967; ; ; ;","-20.00"
"2022-08-24","DEBIT","ASTOUND POWERED BY RCN 800-746-4726  PA","24692162235109193263628; 04899; ; ; ;","-93.78"
"2022-08-25","DEBIT","SPOTIFY                877-778-1161  NY","24492152237719038851741; 04899; ; ; ;","-9.99"
"2022-08-30","DEBIT","ARCADIA                HTTPSWWW.ARCA DC","24492162241000031023650; 04900; ; ; ;","-110.33"
"2022-08-31","CREDIT","REI #26 READING        READING       MA","74692162242104240376297; 05941; ; ; ;","122.19"
"2022-09-06","DEBIT","APPLE.COM/BILL         866-712-7753  CA","24692162246107696432788; 05815; ; ; ;","-16.99"
"2022-09-06","CREDIT","INTERNET PAYMENT THANK YOU","INTERNET; ; ; ; ;","977.85"
"2022-09-19","DEBIT","GOOGLE *Hinge          g.co/helppay# CA","24692162262108604590666; 05816; ; ; ;","-39.99"
"2022-09-19","CREDIT","INTERNET PAYMENT THANK YOU","INTERNET; ; ; ; ;","16.99"
"2022-09-26","DEBIT","TAAZA INDI* TAAZA INDI sara@taazaroa VA","24492162269000006962178; 05812; ; ; ;","-65.23"
"2022-09-26","DEBIT","SPOTIFY                877-778-1161  NY","24492152268713404481037; 04899; ; ; ;","-9.99"
"2022-09-26","DEBIT","ASTOUND POWERED BY RCN 800-746-4726  PA","24692162266101742816842; 04899; ; ; ;","-93.78"
"2022-09-27","DEBIT","ARCADIA                HTTPSWWW.ARCA DC","24492162269000031912305; 04900; ; ; ;","-138.38"
"2022-10-03","DEBIT","PAYPAL *MEDIUM.COM     402-935-7733  CA","24492152273894303203277; 05815; ; ; ;","-5.00"
"2022-10-03","CREDIT","INTERNET PAYMENT THANK YOU","INTERNET; ; ; ; ;","347.37"
"2022-10-04","DEBIT","APPLE.COM/BILL         866-712-7753  CA","24692162277109546916731; 05815; ; ; ;","-16.99"
"2022-10-27","DEBIT","DERBY RESTAURANT       SALEM         MA","24801972300286088901502; 05813; ; ; ;","-38.17"
"2022-10-27","DEBIT","CVS/PHARMACY #08319    SOMERVILLE    MA","24137462300001228244029; 05912; ; ; ;","-9.41"
"2022-10-27","DEBIT","ADRIATIC RESTAURANT AN 978-5941832   MA","24000972299960100187678; 05813; ; ; ;","-75.51"
"2022-10-27","DEBIT","ARCADIA                HTTPSWWW.ARCA DC","24492162299000034364177; 04900; ; ; ;","-81.27"
"2022-10-27","DEBIT","SQ *NINE BAR ESPRESSO  Somerville    MA","24692162299103519187580; 05499; ; ; ;","-5.25"
"2022-10-28","DEBIT","SQ *NINE BAR ESPRESSO  Somerville    MA","24692162300104320946054; 05499; ; ; ;","-10.49"
"2022-10-28","DEBIT","SQ *365 - PARK AVE WIN Denver        CO","24692162301104751592095; 05499; ; ; ;","-22.84"
"2022-10-31","DEBIT","THE SLAB               ESTES PARK    CO","24240522303400273000504; 05812; ; ; ;","-14.40"
"2022-10-31","DEBIT","KALITA GRILL           BOULDER       CO","24055222303091786000775; 05812; ; ; ;","-3.80"
"2022-10-31","DEBIT","UBER   EATS            HELP.UBER.COM CA","24492152303743543911799; 05812; ; ; ;","-8.24"
"2022-10-31","DEBIT","BT COLOWEEN 2022       8777343767    NY","24492152303719559503563; 05812; ; ; ;","-26.06"
"2022-10-31","DEBIT","BT COLOWEEN 2022       8777343767    NY","24492152303745550347379; 05812; ; ; ;","-13.03"
"2022-10-31","DEBIT","BT COLOWEEN 2022       8777343767    NY","24492152303745551728098; 05812; ; ; ;","-18.24"
"2022-10-31","DEBIT","REFINERY LOUNGE        303-9477818   CO","24540452302202000893419; 05813; ; ; ;","-26.00"
"2022-10-31","DEBIT","UBER   TRIP            HELP.UBER.COM CA","24492152302719464167240; 04121; ; ; ;","-33.97"
"2022-10-31","DEBIT","SQ *ROCKY MOUNTAIN CON Estes Park    CO","24692162302106005021333; 05699; ; ; ;","-24.95"
"2022-10-31","DEBIT","UBER   EATS            HELP.UBER.COM CA","24492152302717417072954; 05812; ; ; ;","-34.35"
"2022-10-31","DEBIT","TST* BIERSTADT LAGERHA DENVER        CO","24137462302100454187866; 05812; ; ; ;","-20.48"
"2022-10-31","DEBIT","TST* ZANZIBAR - DENVER DENVER        CO","24137462302100454187940; 05813; ; ; ;","-26.00"
"2022-10-31","DEBIT","TST* LOU'S ITALIAN DEL DENVER        CO","24137462302500965858360; 05812; ; ; ;","-31.05"
"2022-10-31","DEBIT","AMERICAN 0010276272895 FORT WORTH    TX","24943002301978000726777; 03001; ; ; ;","-30.00"
"2022-10-31","DEBIT","PHL CHICK-FIL-A        PHILADELPHIA  PA","24692162301104835502003; 05814; ; ; ;","-35.29"
"2022-10-31","DEBIT","SQ *OUR MUTUAL FRIEND  Denver        CO","24692162301105195477025; 05812; ; ; ;","-18.00"
"2022-10-31","DEBIT","MIKE HEDDING MUSIC     HTTPSWWW.MIKE MN","24492162301000037060745; 08299; ; ; ;","-4.00"
"2022-10-31","DEBIT","UBER   TRIP            HELP.UBER.COM CA","24492152301717221555518; 04121; ; ; ;","-33.14"
"2022-10-31","DEBIT","Viasat In-Flight Wi-Fi 888-6496711   CA","24204292301000022547445; 04816; ; ; ;","-25.00"
"2022-11-01","DEBIT","SQ *LOS AMIGOS TAQUERI Somerville    MA","24692162304107374636345; 05814; ; ; ;","-12.79"
"2022-11-01","DEBIT","BT COLOWEEN 2022       8777343767    NY","24492152305717806946203; 05812; ; ; ;","-52.12"
"2022-11-02","DEBIT","TERIYAKI HOUSE         Boston        MA","24013392305000125560647; 05812; ; ; ;","-15.50"
"2022-11-02","DEBIT","SOMERVILLEMA PARKTICKE 617-2392365   MA","24512392305020797137140; 09222; ; ; ;","-100.00"
"2022-11-02","DEBIT","SQ *NINE BAR ESPRESSO  Somerville    MA","24692162305107979903917; 05499; ; ; ;","-5.25"
"2022-11-03","DEBIT","THE HALAL GUYS - 15 WH CAMBRIDGE     MA","24269792306500528667825; 05814; ; ; ;","-15.86"
"2022-11-03","DEBIT","BFRESH 2420            SOMERVILLE    MA","24692162306109000987926; 05411; ; ; ;","-56.29"
"2022-11-03","DEBIT","Center for Anxiety     646-8375557   NY","24310332306005412904924; 08099; ; ; ;","-275.00"
"2022-11-03","DEBIT","SQ *NINE BAR ESPRESSO  Somerville    MA","24692162306108756713262; 05499; ; ; ;","-5.25"
"2022-11-04","DEBIT","SOMERVILLEMA PARKTICKE 617-2392365   MA","24512392307020801708041; 09222; ; ; ;","-50.00"
"2022-11-04","DEBIT","CHOESANG INC.          SOMERVILLE    MA","24431062307200562000567; 05812; ; ; ;","-24.33"
"2022-11-04","DEBIT","CITY OF SOMERVILLE TRA SOMERVILLE    MA","24639232307900010900099; 09399; ; ; ;","-40.00"
"2022-11-04","DEBIT","SQ *NINE BAR ESPRESSO  Somerville    MA","24692162307109605057355; 05499; ; ; ;","-6.00"
"2022-11-04","DEBIT","SQ *NINE BAR ESPRESSO  Somerville    MA","24692162307109542837687; 05499; ; ; ;","-5.25"
"2022-11-07","DEBIT","DELTA AIR0062346146946 DELTA.COM     CA","24717052308873081219788; 03058; ; MORRIS/WESLEY; 2022-11-17 BOSTON TO DUBLIN DUBLIN TO BOSTON;","-484.98"
"2022-11-07","DEBIT","Center for Anxiety     646-8375557   NY","24310332308005420792285; 08099; ; ; ;","-275.00"
"2022-11-07","DEBIT","TM TICKETMASTER        800-653-8000  CA","24492152308719317093340; 07922; ; ; ;","-245.45"
"2022-11-09","DEBIT","ONLYFANS.COM           8886880458    FL","24034812313000001973262; 05967; ; ; ;","-15.00"
"2022-11-09","DEBIT","UBER   TRIP            HELP.UBER.COM CA","24492152312719947533875; 04121; ; ; ;","-16.82"
"2022-11-10","DEBIT","Center for Anxiety     646-8375557   NY","24310332313005434960962; 08099; ; ; ;","-275.00"
"2022-11-14","DEBIT","AIRBNB  HMCZXJBZBF     AIRBNB.COM    CA","24492152316713580598978; 04722; ; ; ;","-187.63"
"2022-11-14","DEBIT","VIATORTRIPADVISOR UK LONDON GB - 45.0000 EURO","74657362316000191421324; 04722; ; ; ;","-45.91"
"2022-11-14","DEBIT","FRGN TRANS FEE-VIATORTRIPADVISOR UK   LO","74657362316000191421324; ; ; ; ;","-0.45"
"2022-11-15","CREDIT","INTERNET PAYMENT THANK YOU","INTERNET; ; ; ; ;","2900.81"
"2022-11-18","DEBIT","SP WE ARE HAH          HOTASHELL.MYS CA","24492162322000008764452; 05691; ; ; ;","-59.00"
"2022-11-21","DEBIT","LH Trading             Atlanta       GA","24204292325000053490731; 05999; ; ; ;","-160.40"
"2022-11-21","DEBIT","Google Storage         650-2530000   CA","24204292323001271460078; 05817; ; ; ;","-2.11"
"2022-11-21","CREDIT","INTERNET PAYMENT THANK YOU","INTERNET; ; ; ; ;","59.00"
"2022-11-22","DEBIT","UBER   TRIP            HELP.UBER.COM CA","24492152325745911842823; 04121; ; ; ;","-26.39"
"2022-11-28","CREDIT","INTERNET PAYMENT THANK YOU","INTERNET; ; ; ; ;","188.90"
"2022-11-29","DEBIT","ARCADIA                HTTPSWWW.ARCA DC","24492162332000047089315; 04900; ; ; ;","-74.31"
"2022-12-01","DEBIT","Center for Anxiety     646-8375557   NY","24310332334005491752778; 08099; ; ; ;","-275.00"
"2022-12-05","DEBIT","SALLY OBRIENS          617-6663589   MA","24003412338900012409080; 05812; ; ; ;","-54.50"
"2022-12-05","DEBIT","TST* The Independent B Somerville    MA","24692162338100479494140; 05812; ; ; ;","-100.05"
"2022-12-05","DEBIT","TM *TICKETMASTER       800-653-8000  CA","24692162338100519607735; 07922; ; ; ;","-139.45"
"2022-12-12","DEBIT","UBER   TRIP            HELP.UBER.COM CA","24492152345719966715131; 04121; ; ; ;","-24.71"
"2022-12-12","DEBIT","UBER   TRIP            HELP.UBER.COM CA","24492152345719936485922; 04121; ; ; ;","-18.96"
